Date,Open,High,Low,Close,Support,Resistance,Sentiment,Previous_Close,Price_Change,Actual_Price_Change
2023-11-17,262.8999938964844,264.95001220703125,261.3999938964844,262.6499938964844,230.8000030517578,265.5,0.6459,262.45001220703125,0.199981689453125,0.199981689453125
2023-11-20,263.8500061035156,264.3999938964844,260.1000061035156,260.8500061035156,230.8000030517578,265.5,0.6459,262.6499938964844,-1.79998779296875,-1.79998779296875
2023-11-21,263.75,265.3999938964844,260.75,262.6499938964844,230.8000030517578,265.5,0.6459,260.8500061035156,1.79998779296875,1.79998779296875
2023-11-22,263.3999938964844,263.6000061035156,259.25,262.1000061035156,230.8000030517578,265.5,0.6459,262.6499938964844,-0.54998779296875,-0.54998779296875
2023-11-23,262.1000061035156,263.75,259.79998779296875,260.75,230.8000030517578,265.5,0.6459,262.1000061035156,-1.350006103515625,-1.350006103515625
2023-11-24,261.3999938964844,261.8999938964844,257.04998779296875,258.1499938964844,235.0,265.5,0.6459,260.75,-2.600006103515625,-2.600006103515625
2023-11-28,259.3999938964844,271.3999938964844,258.5,270.79998779296875,235.0,271.3999938964844,0.6459,258.1499938964844,12.649993896484375,12.649993896484375
2023-11-29,275.0,275.70001220703125,271.5,273.3999938964844,236.3000030517578,275.70001220703125,0.6459,270.79998779296875,2.600006103515625,2.600006103515625
2023-11-30,273.0,273.0,265.1000061035156,267.8999938964844,236.3000030517578,275.70001220703125,0.6459,273.3999938964844,-5.5,-5.5
2023-12-01,270.0,278.5,268.54998779296875,276.0,238.0,278.5,0.6459,267.8999938964844,8.100006103515625,8.100006103515625
2023-12-04,285.0,286.0,278.8999938964844,281.54998779296875,243.89999389648438,286.0,0.6459,276.0,5.54998779296875,5.54998779296875
2023-12-05,283.0,283.20001220703125,276.5,281.5,245.60000610351562,286.0,0.6459,281.54998779296875,-0.04998779296875,-0.04998779296875
2023-12-06,281.54998779296875,298.6000061035156,280.20001220703125,294.1499938964844,246.85000610351562,298.6000061035156,0.6459,281.5,12.649993896484375,12.649993896484375
2023-12-07,295.0,332.1499938964844,292.1499938964844,325.79998779296875,246.85000610351562,332.1499938964844,0.6459,294.1499938964844,31.649993896484375,31.649993896484375
2023-12-08,331.95001220703125,335.95001220703125,318.1000061035156,323.54998779296875,246.85000610351562,335.95001220703125,0.6459,325.79998779296875,-2.25,-2.25
2023-12-11,325.3999938964844,335.29998779296875,322.3500061035156,333.6499938964844,246.85000610351562,335.95001220703125,0.6459,323.54998779296875,10.100006103515625,10.100006103515625
2023-12-12,335.0,335.0,327.6000061035156,330.79998779296875,251.25,335.95001220703125,0.6459,333.6499938964844,-2.850006103515625,-2.850006103515625
2023-12-13,332.1000061035156,340.5,329.75,338.1499938964844,257.04998779296875,340.5,0.6459,330.79998779296875,7.350006103515625,7.350006103515625
2023-12-14,340.8999938964844,341.8999938964844,335.0,335.3999938964844,257.04998779296875,341.8999938964844,0.6459,338.1499938964844,-2.75,-2.75
2023-12-15,337.3999938964844,338.5,331.79998779296875,333.20001220703125,257.04998779296875,341.8999938964844,0.6459,335.3999938964844,-2.199981689453125,-2.199981689453125
2023-12-18,339.0,340.29998779296875,334.3999938964844,337.04998779296875,257.04998779296875,341.8999938964844,0.6459,333.20001220703125,3.8499755859375,3.8499755859375
2023-12-19,338.5,338.5,330.45001220703125,335.8999938964844,257.04998779296875,341.8999938964844,0.6459,337.04998779296875,-1.149993896484375,-1.149993896484375
2023-12-20,336.70001220703125,346.8999938964844,318.0,320.1499938964844,257.04998779296875,346.8999938964844,0.6459,335.8999938964844,-15.75,-15.75
2023-12-21,318.0,330.70001220703125,312.70001220703125,328.54998779296875,257.04998779296875,346.8999938964844,0.6459,320.1499938964844,8.399993896484375,8.399993896484375
2023-12-22,331.0,332.0,323.54998779296875,326.6499938964844,257.04998779296875,346.8999938964844,0.6459,328.54998779296875,-1.899993896484375,-1.899993896484375
2023-12-26,328.54998779296875,331.3999938964844,325.0,325.3999938964844,258.5,346.8999938964844,0.6459,326.6499938964844,-1.25,-1.25
2023-12-27,327.04998779296875,329.8999938964844,321.6499938964844,324.8500061035156,265.1000061035156,346.8999938964844,0.46345000000000003,325.3999938964844,-0.54998779296875,-0.54998779296875
2023-12-28,326.6000061035156,331.0,324.0,329.79998779296875,265.1000061035156,346.8999938964844,0.46345000000000003,324.8500061035156,4.949981689453125,4.949981689453125
2023-12-29,330.1000061035156,336.0,326.04998779296875,332.1499938964844,268.54998779296875,346.8999938964844,0.46345000000000003,329.79998779296875,2.350006103515625,2.350006103515625
2024-01-01,333.8999938964844,335.8500061035156,328.1499938964844,330.29998779296875,276.5,346.8999938964844,0.46345000000000003,332.1499938964844,-1.850006103515625,-1.850006103515625
2024-01-02,331.70001220703125,332.70001220703125,319.6000061035156,329.8500061035156,276.5,346.8999938964844,0.46345000000000003,330.29998779296875,-0.449981689453125,-0.449981689453125
2024-01-03,329.6000061035156,329.6000061035156,324.8500061035156,326.70001220703125,280.20001220703125,346.8999938964844,0.46345000000000003,329.8500061035156,-3.149993896484375,-3.149993896484375
2024-01-04,326.79998779296875,340.79998779296875,326.79998779296875,337.8500061035156,292.1499938964844,346.8999938964844,0.46345000000000003,326.70001220703125,11.149993896484375,11.149993896484375
2024-01-05,339.3500061035156,349.70001220703125,336.1499938964844,340.75,312.70001220703125,349.70001220703125,0.46345000000000003,337.8500061035156,2.899993896484375,2.899993896484375
2024-01-08,344.0,344.0,337.3500061035156,338.95001220703125,312.70001220703125,349.70001220703125,0.46345000000000003,340.75,-1.79998779296875,-1.79998779296875
2024-01-09,341.6499938964844,344.8500061035156,338.04998779296875,340.20001220703125,312.70001220703125,349.70001220703125,0.46345000000000003,338.95001220703125,1.25,1.25
2024-01-10,342.20001220703125,348.75,340.75,346.45001220703125,312.70001220703125,349.70001220703125,0.3564,340.20001220703125,6.25,6.25
2024-01-11,349.45001220703125,360.0,347.8500061035156,357.29998779296875,312.70001220703125,360.0,0.3564,346.45001220703125,10.8499755859375,10.8499755859375
2024-01-12,361.6499938964844,361.8500061035156,356.54998779296875,357.75,312.70001220703125,361.8500061035156,0.3564,357.29998779296875,0.45001220703125,0.45001220703125
2024-01-15,359.6499938964844,360.20001220703125,353.0,358.8999938964844,312.70001220703125,361.8500061035156,0.3564,357.75,1.149993896484375,1.149993896484375
2024-01-16,358.95001220703125,360.70001220703125,349.0,353.45001220703125,312.70001220703125,361.8500061035156,0.3564,358.8999938964844,-5.449981689453125,-5.449981689453125
2024-01-17,352.3999938964844,355.3500061035156,346.5,348.79998779296875,312.70001220703125,361.8500061035156,0.3564,353.45001220703125,-4.6500244140625,-4.6500244140625
2024-01-18,347.79998779296875,350.0,335.29998779296875,345.54998779296875,312.70001220703125,361.8500061035156,0.3564,348.79998779296875,-3.25,-3.25
2024-01-19,348.0,351.29998779296875,345.1000061035156,348.6499938964844,319.6000061035156,361.8500061035156,0.3564,345.54998779296875,3.100006103515625,3.100006103515625
2024-01-23,365.5,365.75,341.20001220703125,346.20001220703125,319.6000061035156,365.75,0.3564,348.6499938964844,-2.449981689453125,-2.449981689453125
2024-01-24,348.5,357.8999938964844,343.75,356.95001220703125,319.6000061035156,365.75,0.3564,346.20001220703125,10.75,10.75
2024-01-25,358.95001220703125,366.70001220703125,358.0,365.1000061035156,319.6000061035156,366.70001220703125,0.3564,356.95001220703125,8.149993896484375,8.149993896484375
2024-01-29,369.45001220703125,387.25,366.8500061035156,381.8999938964844,319.6000061035156,387.25,0.3564,365.1000061035156,16.79998779296875,16.79998779296875
2024-01-30,386.1000061035156,392.79998779296875,382.0,383.25,319.6000061035156,392.79998779296875,0.3564,381.8999938964844,1.350006103515625,1.350006103515625
2024-01-31,385.0,391.20001220703125,383.70001220703125,389.75,319.6000061035156,392.79998779296875,0.3564,383.25,6.5,6.5
2024-02-01,392.1000061035156,396.70001220703125,385.45001220703125,388.8500061035156,324.8500061035156,396.70001220703125,0.3564,389.75,-0.899993896484375,-0.899993896484375
2024-02-02,391.54998779296875,394.79998779296875,387.54998779296875,389.79998779296875,326.79998779296875,396.70001220703125,0.3564,388.8500061035156,0.949981689453125,0.949981689453125
2024-02-05,395.5,402.5,390.20001220703125,394.0,335.29998779296875,402.5,0.3564,389.79998779296875,4.20001220703125,4.20001220703125
2024-02-06,396.6499938964844,396.6499938964844,386.75,392.95001220703125,335.29998779296875,402.5,0.3564,394.0,-1.04998779296875,-1.04998779296875
2024-02-07,395.70001220703125,401.75,392.0,395.1499938964844,335.29998779296875,402.5,0.7887714285714286,392.95001220703125,2.199981689453125,2.199981689453125
2024-02-08,396.5,410.8999938964844,393.1000061035156,407.3999938964844,335.29998779296875,410.8999938964844,0.7887714285714286,395.1499938964844,12.25,12.25
2024-02-09,412.8999938964844,412.8999938964844,384.04998779296875,392.1000061035156,335.29998779296875,412.8999938964844,0.7887714285714286,407.3999938964844,-15.29998779296875,-15.29998779296875
2024-02-12,379.8999938964844,386.1499938964844,359.20001220703125,361.70001220703125,335.29998779296875,412.8999938964844,0.7887714285714286,392.1000061035156,-30.399993896484375,-30.399993896484375
2024-02-13,361.70001220703125,366.5,354.6000061035156,365.04998779296875,335.29998779296875,412.8999938964844,0.7887714285714286,361.70001220703125,3.3499755859375,3.3499755859375
2024-02-14,364.29998779296875,374.6000061035156,358.20001220703125,373.70001220703125,335.29998779296875,412.8999938964844,0.7887714285714286,365.04998779296875,8.6500244140625,8.6500244140625
2024-02-15,376.6499938964844,382.3500061035156,374.75,378.8500061035156,335.29998779296875,412.8999938964844,0.7887714285714286,373.70001220703125,5.149993896484375,5.149993896484375
2024-02-16,383.0,383.0,375.25,376.29998779296875,335.29998779296875,412.8999938964844,0.7887714285714286,378.8500061035156,-2.550018310546875,-2.550018310546875
2024-02-19,383.1000061035156,385.79998779296875,379.1000061035156,380.5,341.20001220703125,412.8999938964844,0.7887714285714286,376.29998779296875,4.20001220703125,4.20001220703125
2024-02-20,381.0,382.5,376.04998779296875,378.95001220703125,341.20001220703125,412.8999938964844,0.7887714285714286,380.5,-1.54998779296875,-1.54998779296875
2024-02-21,380.70001220703125,383.8500061035156,373.5,375.45001220703125,343.75,412.8999938964844,0.7887714285714286,378.95001220703125,-3.5,-3.5
2024-02-22,377.04998779296875,379.70001220703125,369.25,377.8999938964844,354.6000061035156,412.8999938964844,0.7887714285714286,375.45001220703125,2.449981689453125,2.449981689453125
2024-02-23,379.3500061035156,381.75,377.5,378.3999938964844,354.6000061035156,412.8999938964844,0.7887714285714286,377.8999938964844,0.5,0.5
2024-02-26,379.0,381.3999938964844,377.70001220703125,378.3999938964844,354.6000061035156,412.8999938964844,0.7887714285714286,378.3999938964844,0.0,0.0
2024-02-27,379.0,379.5,373.95001220703125,375.54998779296875,354.6000061035156,412.8999938964844,0.7887714285714286,378.3999938964844,-2.850006103515625,-2.850006103515625
2024-02-28,375.5,378.25,364.6000061035156,365.75,354.6000061035156,412.8999938964844,0.7887714285714286,375.54998779296875,-9.79998779296875,-9.79998779296875
2024-02-29,367.0,374.0,363.04998779296875,371.75,354.6000061035156,412.8999938964844,0.7887714285714286,365.75,6.0,6.0
2024-03-01,375.54998779296875,379.75,374.54998779296875,377.3999938964844,354.6000061035156,412.8999938964844,0.7887714285714286,371.75,5.649993896484375,5.649993896484375
2024-03-04,381.04998779296875,394.0,380.20001220703125,391.75,354.6000061035156,412.8999938964844,0.7887714285714286,377.3999938964844,14.350006103515625,14.350006103515625
2024-03-05,392.0,399.95001220703125,390.5,396.1499938964844,354.6000061035156,412.8999938964844,0.7887714285714286,391.75,4.399993896484375,4.399993896484375
2024-03-06,396.1499938964844,397.6000061035156,384.70001220703125,394.95001220703125,354.6000061035156,412.8999938964844,0.9802,396.1499938964844,-1.199981689453125,-1.199981689453125
2024-03-07,396.0,433.29998779296875,396.0,425.25,354.6000061035156,433.29998779296875,0.9802,394.95001220703125,30.29998779296875,30.29998779296875
2024-03-11,414.0,421.5,404.6499938964844,413.1499938964844,354.6000061035156,433.29998779296875,0.9802,425.25,-12.100006103515625,-12.100006103515625
2024-03-12,414.3999938964844,414.70001220703125,395.0,396.1000061035156,354.6000061035156,433.29998779296875,0.9802,413.1499938964844,-17.04998779296875,-17.04998779296875
2024-03-13,399.25,399.79998779296875,367.75,371.95001220703125,358.20001220703125,433.29998779296875,0.9802,396.1000061035156,-24.149993896484375,-24.149993896484375
2024-03-14,371.95001220703125,386.29998779296875,365.54998779296875,384.45001220703125,363.04998779296875,433.29998779296875,0.9802,371.95001220703125,12.5,12.5
2024-03-15,384.45001220703125,388.0,372.0,380.75,363.04998779296875,433.29998779296875,0.9802,384.45001220703125,-3.70001220703125,-3.70001220703125
2024-03-18,382.8500061035156,394.45001220703125,378.54998779296875,392.75,363.04998779296875,433.29998779296875,0.9802,380.75,12.0,12.0
2024-03-19,392.1499938964844,392.8999938964844,381.1000061035156,383.25,363.04998779296875,433.29998779296875,0.9802,392.75,-9.5,-9.5
2024-03-20,386.0,388.3500061035156,371.1000061035156,379.8999938964844,363.04998779296875,433.29998779296875,0.14234102564102566,383.25,-3.350006103515625,-3.350006103515625
2024-03-21,385.1000061035156,394.3500061035156,384.0,392.1499938964844,363.04998779296875,433.29998779296875,0.14234102564102566,379.8999938964844,12.25,12.25
2024-03-22,389.8999938964844,395.5,386.5,390.70001220703125,363.04998779296875,433.29998779296875,0.14234102564102566,392.1499938964844,-1.449981689453125,-1.449981689453125
2024-03-26,390.5,394.0,387.75,390.1000061035156,363.04998779296875,433.29998779296875,0.14234102564102566,390.70001220703125,-0.600006103515625,-0.600006103515625
2024-03-27,391.54998779296875,393.8500061035156,387.5,388.3999938964844,363.04998779296875,433.29998779296875,0.14234102564102566,390.1000061035156,-1.70001220703125,-1.70001220703125
2024-03-28,391.0,398.8999938964844,391.0,394.20001220703125,363.04998779296875,433.29998779296875,0.14234102564102566,388.3999938964844,5.800018310546875,5.800018310546875
2024-04-01,398.95001220703125,408.8500061035156,397.54998779296875,406.95001220703125,363.04998779296875,433.29998779296875,0.14234102564102566,394.20001220703125,12.75,12.75
2024-04-02,407.0,412.1499938964844,406.6000061035156,408.79998779296875,365.54998779296875,433.29998779296875,0.14234102564102566,406.95001220703125,1.8499755859375,1.8499755859375
2024-04-03,409.0,415.25,407.3500061035156,412.25,365.54998779296875,433.29998779296875,0.14234102564102566,408.79998779296875,3.45001220703125,3.45001220703125
2024-04-04,415.70001220703125,419.8500061035156,410.70001220703125,414.1000061035156,365.54998779296875,433.29998779296875,0.14234102564102566,412.25,1.850006103515625,1.850006103515625
2024-04-05,414.1000061035156,415.45001220703125,408.04998779296875,414.6000061035156,365.54998779296875,433.29998779296875,0.14234102564102566,414.1000061035156,0.5,0.5
2024-04-08,417.5,418.70001220703125,414.75,416.3500061035156,365.54998779296875,433.29998779296875,0.14234102564102566,414.6000061035156,1.75,1.75
2024-04-09,417.0,436.1499938964844,416.3500061035156,429.8999938964844,365.54998779296875,436.1499938964844,0.14234102564102566,416.3500061035156,13.54998779296875,13.54998779296875
2024-04-10,432.0,439.3999938964844,431.0,431.95001220703125,365.54998779296875,439.3999938964844,0.14234102564102566,429.8999938964844,2.050018310546875,2.050018310546875
2024-04-12,431.5,444.20001220703125,429.1000061035156,436.95001220703125,365.54998779296875,444.20001220703125,0.14234102564102566,431.95001220703125,5.0,5.0
2024-04-15,424.0,441.45001220703125,417.20001220703125,431.6000061035156,365.54998779296875,444.20001220703125,0.14234102564102566,436.95001220703125,-5.350006103515625,-5.350006103515625
2024-04-16,431.3999938964844,435.70001220703125,426.54998779296875,430.3999938964844,371.1000061035156,444.20001220703125,0.14234102564102566,431.6000061035156,-1.20001220703125,-1.20001220703125
2024-04-18,434.8999938964844,442.79998779296875,427.04998779296875,429.75,371.1000061035156,444.20001220703125,0.14234102564102566,430.3999938964844,-0.649993896484375,-0.649993896484375
2024-04-19,426.25,431.70001220703125,419.29998779296875,428.1000061035156,371.1000061035156,444.20001220703125,0.14234102564102566,429.75,-1.649993896484375,-1.649993896484375
2024-04-22,434.0,435.0,426.75,427.95001220703125,371.1000061035156,444.20001220703125,0.14234102564102566,428.1000061035156,-0.149993896484375,-0.149993896484375
2024-04-23,430.04998779296875,432.3999938964844,427.6499938964844,429.6499938964844,384.0,444.20001220703125,0.14234102564102566,427.95001220703125,1.699981689453125,1.699981689453125
2024-04-24,430.04998779296875,432.45001220703125,427.0,428.29998779296875,386.5,444.20001220703125,0.696025,429.6499938964844,-1.350006103515625,-1.350006103515625
2024-04-25,428.29998779296875,433.1000061035156,427.0,431.45001220703125,387.5,444.20001220703125,0.696025,428.29998779296875,3.1500244140625,3.1500244140625
2024-04-26,432.54998779296875,440.5,432.5,436.8999938964844,387.5,444.20001220703125,0.696025,431.45001220703125,5.449981689453125,5.449981689453125
2024-04-29,439.8500061035156,451.3500061035156,437.25,448.0,391.0,451.3500061035156,0.696025,436.8999938964844,11.100006103515625,11.100006103515625
2024-04-30,451.6499938964844,455.29998779296875,448.04998779296875,449.25,397.54998779296875,455.29998779296875,0.696025,448.0,1.25,1.25
2024-05-02,450.04998779296875,459.95001220703125,449.25,457.8500061035156,406.6000061035156,459.95001220703125,0.696025,449.25,8.600006103515625,8.600006103515625
2024-05-03,461.6000061035156,464.20001220703125,448.5,454.75,407.3500061035156,464.20001220703125,0.696025,457.8500061035156,-3.100006103515625,-3.100006103515625
2024-05-06,458.6000061035156,458.6000061035156,442.3500061035156,446.29998779296875,408.04998779296875,464.20001220703125,0.696025,454.75,-8.45001220703125,-8.45001220703125
2024-05-07,448.54998779296875,449.25,432.3999938964844,436.3999938964844,408.04998779296875,464.20001220703125,0.696025,446.29998779296875,-9.899993896484375,-9.899993896484375
2024-05-08,434.75,441.20001220703125,430.1000061035156,435.04998779296875,414.75,464.20001220703125,0.34797500000000003,436.3999938964844,-1.350006103515625,-1.350006103515625
2024-05-09,427.8500061035156,431.25,412.1000061035156,413.5,412.1000061035156,464.20001220703125,0.34797500000000003,435.04998779296875,-21.54998779296875,-21.54998779296875
2024-05-10,415.0,418.25,404.1499938964844,414.8500061035156,404.1499938964844,464.20001220703125,0.34797500000000003,413.5,1.350006103515625,1.350006103515625
2024-05-13,414.8500061035156,415.3500061035156,396.54998779296875,411.75,396.54998779296875,464.20001220703125,0.34797500000000003,414.8500061035156,-3.100006103515625,-3.100006103515625
2024-05-14,413.1000061035156,432.0,412.6499938964844,430.3500061035156,396.54998779296875,464.20001220703125,0.34797500000000003,411.75,18.600006103515625,18.600006103515625
2024-05-15,433.79998779296875,439.95001220703125,430.3500061035156,431.29998779296875,396.54998779296875,464.20001220703125,0.5081887640449438,430.3500061035156,0.949981689453125,0.949981689453125
2024-05-16,435.0,435.3500061035156,426.8500061035156,433.95001220703125,396.54998779296875,464.20001220703125,0.5081887640449438,431.29998779296875,2.6500244140625,2.6500244140625
2024-05-17,433.95001220703125,438.29998779296875,432.3500061035156,436.29998779296875,396.54998779296875,464.20001220703125,0.5081887640449438,433.95001220703125,2.3499755859375,2.3499755859375
2024-05-21,443.3999938964844,446.3500061035156,440.04998779296875,441.70001220703125,396.54998779296875,464.20001220703125,0.5081887640449438,436.29998779296875,5.4000244140625,5.4000244140625
2024-05-22,442.0,450.04998779296875,436.5,447.70001220703125,396.54998779296875,464.20001220703125,0.4837431818181818,441.70001220703125,6.0,6.0
2024-05-23,450.3999938964844,452.1000061035156,445.5,449.1499938964844,396.54998779296875,464.20001220703125,0.4837431818181818,447.70001220703125,1.449981689453125,1.449981689453125
2024-05-24,449.1499938964844,452.95001220703125,446.1000061035156,447.20001220703125,396.54998779296875,464.20001220703125,0.4837431818181818,449.1499938964844,-1.949981689453125,-1.949981689453125
